Date;2019;2020;
01.01.2020;0;0;
02.01.2020;0;9;
03.01.2020;3;6;
04.01.2020;9;0;
05.01.2020;0;0;
06.01.2020;0;4;
07.01.2020;7;6;
08.01.2020;10;1;
09.01.2020;4;6;
10.01.2020;6;8;
11.01.2020;7;0;
12.01.2020;1;0;
13.01.2020;3;4;
14.01.2020;7;6;
15.01.2020;1;9;
16.01.2020;7;3;
17.01.2020;8;11;
18.01.2020;3;0;
19.01.2020;5;0;
20.01.2020;3;2;
21.01.2020;4;4;
22.01.2020;8;3;
23.01.2020;6;3;
24.01.2020;7;9;
25.01.2020;6;0;
26.01.2020;7;0;
27.01.2020;4;5;
28.01.2020;2;9;
29.01.2020;3;6;
30.01.2020;1;7;
31.01.2020;8;3;
01.02.2020;8;0;
02.02.2020;3;0;
03.02.2020;4;1;
04.02.2020;7;2;
05.02.2020;9;3;
06.02.2020;7;6;
07.02.2020;0;3;
08.02.2020;3;2;
09.02.2020;4;6;
10.02.2020;5;5;
11.02.2020;6;4;
12.02.2020;3;4;
13.02.2020;3;2;
14.02.2020;4;6;
15.02.2020;0;3;
16.02.2020;3;10;
17.02.2020;7;4;
18.02.2020;3;5;
19.02.2020;4;3;
20.02.2020;9;8;
21.02.2020;1;6;
22.02.2020;3;0;
23.02.2020;8;0;
24.02.2020;4;6;
25.02.2020;2;3;
26.02.2020;3;5;
27.02.2020;5;5;
28.02.2020;6;5;
29.02.2020;0;1;
01.03.2020;5;8;
02.03.2020;6;6;
03.03.2020;2;2;
04.03.2020;4;7;
05.03.2020;5;7;
06.03.2020;5;7;
07.03.2020;3;4;
08.03.2020;6;4;
09.03.2020;5;2;
10.03.2020;10;2;
11.03.2020;5;1;
12.03.2020;10;6;
13.03.2020;5;4;
14.03.2020;5;3;
15.03.2020;6;2;
16.03.2020;0;4;
17.03.2020;5;3;
18.03.2020;9;2;
19.03.2020;8;5;
20.03.2020;9;0;
21.03.2020;5;5;
22.03.2020;2;3;
23.03.2020;5;1;
24.03.2020;4;9;
25.03.2020;1;0;
26.03.2020;7;4;
27.03.2020;8;0;
28.03.2020;5;7;
29.03.2020;1;0;
30.03.2020;6;2;
31.03.2020;0;5;
01.04.2020;6;5;
02.04.2020;2;5;
03.04.2020;1;7;
04.04.2020;5;3;
05.04.2020;6;5;
06.04.2020;9;4;
07.04.2020;2;1;
08.04.2020;4;4;
09.04.2020;3;4;
10.04.2020;4;2;
11.04.2020;2;0;
12.04.2020;6;0;
13.04.2020;0;0;
14.04.2020;9;3;
15.04.2020;2;0;
16.04.2020;5;1;
17.04.2020;6;6;
18.04.2020;2;0;
19.04.2020;3;0;
20.04.2020;7;3;
21.04.2020;1;7;
22.04.2020;5;3;
23.04.2020;3;0;
24.04.2020;6;3;
25.04.2020;5;0;
26.04.2020;5;0;
27.04.2020;0;7;
28.04.2020;0;4;
29.04.2020;7;3;
30.04.2020;6;3;
01.05.2020;3;0;
02.05.2020;3;0;
03.05.2020;2;0;
04.05.2020;0;6;
05.05.2020;0;5;
06.05.2020;1;2;
07.05.2020;4;4;
08.05.2020;8;3;
09.05.2020;4;0;
10.05.2020;4;0;
11.05.2020;0;3;
12.05.2020;0;3;
13.05.2020;5;1;
14.05.2020;3;3;
15.05.2020;3;2;
16.05.2020;4;0;
17.05.2020;5;0;
18.05.2020;5;0;
19.05.2020;0;0;
20.05.2020;0;5;
21.05.2020;8;2;
22.05.2020;3;0;
23.05.2020;6;0;
24.05.2020;5;0;
25.05.2020;5;0;
26.05.2020;5;0;
27.05.2020;7;2;
28.05.2020;6;2;
29.05.2020;4;6;
30.05.2020;8;0;
31.05.2020;6;0;
01.06.2020;0;1;
02.06.2020;4;3;
03.06.2020;0;3;
04.06.2020;0;7;
05.06.2020;6;3;
06.06.2020;4;0;
07.06.2020;0;0;
08.06.2020;6;4;
09.06.2020;0;7;
10.06.2020;3;0;
11.06.2020;3;2;
12.06.2020;1;3;
13.06.2020;3;0;
14.06.2020;5;0;
15.06.2020;0;1;
16.06.2020;2;2;
17.06.2020;4;1;
18.06.2020;4;3;
19.06.2020;5;4;
20.06.2020;3;0;
21.06.2020;8;0;
22.06.2020;5;2;
23.06.2020;8;0;
24.06.2020;6;4;
25.06.2020;6;4;
26.06.2020;5;5;
27.06.2020;6;0;
28.06.2020;7;0;
29.06.2020;5;2;
30.06.2020;0;5;
01.07.2020;4;1;
02.07.2020;5;4;
03.07.2020;3;7;
04.07.2020;7;7;
05.07.2020;5;0;
06.07.2020;0;5;
07.07.2020;1;3;
08.07.2020;2;2;
09.07.2020;7;3;
10.07.2020;3;3;
11.07.2020;5;0;
12.07.2020;3;0;
13.07.2020;4;2;
14.07.2020;3;7;
15.07.2020;0;0;
16.07.2020;2;0;
17.07.2020;2;3;
18.07.2020;2;0;
19.07.2020;7;0;
20.07.2020;3;5;
21.07.2020;4;0;
22.07.2020;4;1;
23.07.2020;3;6;
24.07.2020;4;4;
25.07.2020;2;0;
26.07.2020;7;0;
27.07.2020;7;6;
28.07.2020;0;4;
29.07.2020;2;11;
30.07.2020;4;1;
31.07.2020;5;0;
01.08.2020;3;0;
02.08.2020;8;0;
03.08.2020;0;7;
04.08.2020;4;5;
05.08.2020;4;4;
06.08.2020;7;0;
07.08.2020;6;2;
08.08.2020;2;0;
09.08.2020;5;0;
10.08.2020;1;5;
11.08.2020;0;0;
12.08.2020;1;7;
13.08.2020;4;7;
14.08.2020;4;4;
15.08.2020;4;5;
16.08.2020;7;0;
17.08.2020;0;5;
18.08.2020;3;0;
19.08.2020;6;0;
20.08.2020;8;5;
21.08.2020;3;0;
22.08.2020;1;10;
23.08.2020;5;8;
24.08.2020;2;7;
25.08.2020;1;7;
26.08.2020;2;4;
27.08.2020;5;0;
28.08.2020;6;8;
29.08.2020;4;4;
30.08.2020;0;0;
31.08.2020;0;8;
01.09.2020;0;5;
02.09.2020;7;3;
03.09.2020;3;9;
04.09.2020;3;7;
05.09.2020;4;0;
06.09.2020;2;6;
07.09.2020;0;6;
08.09.2020;0;8;
09.09.2020;4;9;
10.09.2020;9;7;
11.09.2020;4;6;
12.09.2020;4;3;
13.09.2020;2;0;
14.09.2020;0;5;
15.09.2020;0;8;
16.09.2020;2;16;
17.09.2020;4;8;
18.09.2020;5;9;
19.09.2020;3;8;
20.09.2020;3;10;
21.09.2020;0;7;
22.09.2020;0;8;
23.09.2020;4;8;
24.09.2020;4;6;
25.09.2020;3;10;
26.09.2020;5;7;
27.09.2020;5;12;
28.09.2020;5;7;
29.09.2020;6;13;
30.09.2020;2;9;
01.10.2020;5;14;
02.10.2020;4;9;
03.10.2020;2;7;
04.10.2020;4;6;
05.10.2020;4;8;
06.10.2020;0;6;
07.10.2020;5;7;
08.10.2020;0;0;
09.10.2020;2;7;
10.10.2020;1;10;
11.10.2020;4;4;
12.10.2020;6;10;
13.10.2020;1;5;
14.10.2020;4;7;
15.10.2020;4;13;
16.10.2020;4;6;
17.10.2020;6;5;
18.10.2020;4;5;
19.10.2020;0;3;
20.10.2020;0;6;
21.10.2020;2;4;
22.10.2020;4;6;
23.10.2020;2;11;
24.10.2020;1;2;
25.10.2020;4;5;
26.10.2020;0;5;
27.10.2020;0;7;
28.10.2020;4;12;
29.10.2020;5;0;
30.10.2020;4;5;
31.10.2020;4;0;
01.11.2020;7;0;
02.11.2020;1;3;
03.11.2020;5;2;
04.11.2020;1;7;
05.11.2020;5;5;
06.11.2020;5;4;
07.11.2020;4;0;
08.11.2020;3;0;
09.11.2020;0;4;
10.11.2020;0;8;
11.11.2020;7;0;
12.11.2020;8;11;
13.11.2020;6;7;
14.11.2020;1;4;
15.11.2020;3;0;
16.11.2020;5;7;
17.11.2020;2;8;
18.11.2020;5;11;
19.11.2020;6;2;
20.11.2020;1;6;
21.11.2020;2;10;
22.11.2020;7;0;
23.11.2020;3;10;
24.11.2020;3;6;
25.11.2020;3;;
26.11.2020;4;;
27.11.2020;8;;
28.11.2020;0;;
29.11.2020;2;;
30.11.2020;0;;
01.12.2020;0;;
02.12.2020;5;;
03.12.2020;6;;
04.12.2020;0;;
05.12.2020;6;;
06.12.2020;5;;
07.12.2020;4;;
08.12.2020;0;;
09.12.2020;4;;
10.12.2020;9;;
11.12.2020;7;;
12.12.2020;4;;
13.12.2020;6;;
14.12.2020;0;;
15.12.2020;0;;
16.12.2020;5;;
17.12.2020;8;;
18.12.2020;7;;
19.12.2020;4;;
20.12.2020;6;;
21.12.2020;0;;
22.12.2020;0;;
23.12.2020;6;;
24.12.2020;7;;
25.12.2020;7;;
26.12.2020;7;;
27.12.2020;0;;
28.12.2020;0;;
29.12.2020;0;;
30.12.2020;4;;
31.12.2020;0;;
